invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment
INV-IND-00090,CHE,Delhi,Normal,Male,Groceries,18.97,3,2.85,59.76,07-01-2023,20:57:00,Cash
INV-IND-00091,HYD,Hyderabad,Normal,Female,Books & Stationery,51.35,9,23.11,485.26,12-02-2023,18:51:00,Net Banking
INV-IND-00092,MUM,Delhi,Normal,Female,Home Appliances,17.35,4,3.47,72.87,23-03-2023,21:25:00,Credit Card
INV-IND-00093,PUN,Pune,Normal,Female,Home Appliances,84.37,3,12.66,265.77,07-02-2023,14:03:00,Net Banking
INV-IND-00094,CHE,Hyderabad,Member,Male,Health & Wellness,40.19,2,4.02,84.4,06-02-2023,09:58:00,Credit Card
INV-IND-00095,HYD,Pune,Normal,Male,Home Appliances,40.61,9,18.27,383.76,27-02-2023,11:57:00,UPI
INV-IND-00096,PUN,Ahmedabad,Member,Male,Electronics,50.03,4,10.01,210.13,02-02-2023,17:05:00,UPI
INV-IND-00097,AHM,Ahmedabad,Member,Male,Books & Stationery,47.19,3,7.08,148.65,28-02-2023,10:48:00,Debit Card
INV-IND-00098,KOL,Kolkata,Normal,Female,Groceries,99.51,7,34.83,731.4,11-01-2023,16:41:00,Credit Card
INV-IND-00099,BLR,Pune,Normal,Female,Electronics,56.81,8,22.72,477.2,09-03-2023,18:33:00,UPI
INV-IND-00100,AHM,Kolkata,Member,Female,Home Appliances,13.38,2,1.34,28.1,23-03-2023,18:56:00,Net Banking
INV-IND-00101,BLR,Mumbai,Member,Female,Sports,62.65,7,21.93,460.48,09-03-2023,20:14:00,Cash
INV-IND-00102,MUM,Delhi,Member,Male,Groceries,19.4,5,4.85,101.85,29-03-2023,20:48:00,Cash
INV-IND-00103,BLR,Hyderabad,Normal,Male,Electronics,7.94,5,1.99,41.69,22-01-2023,20:59:00,Credit Card
INV-IND-00104,HYD,Hyderabad,Normal,Male,Books & Stationery,97.22,3,14.58,306.24,07-03-2023,16:35:00,Debit Card
INV-IND-00105,MUM,Kolkata,Normal,Female,Health & Wellness,78.49,5,19.62,412.07,13-02-2023,14:36:00,Net Banking
INV-IND-00106,CHE,Delhi,Normal,Male,Electronics,98.11,2,9.81,206.03,06-01-2023,09:45:00,Credit Card
INV-IND-00107,AHM,Bangalore,Normal,Male,Sports,50.4,4,10.08,211.68,11-02-2023,09:24:00,Cash
INV-IND-00108,AHM,Hyderabad,Member,Female,Home Appliances,55.56,6,16.67,350.03,25-01-2023,11:33:00,Credit Card
INV-IND-00109,KOL,Bangalore,Normal,Female,Groceries,20.99,1,1.05,22.04,26-02-2023,10:00:00,Net Banking
INV-IND-00110,MUM,Delhi,Member,Male,Health & Wellness,28.46,4,5.69,119.53,26-03-2023,10:11:00,UPI
INV-IND-00111,CHE,Bangalore,Member,Male,Groceries,84.66,6,25.4,533.36,24-02-2023,11:16:00,Net Banking
INV-IND-00112,AHM,Mumbai,Member,Male,Health & Wellness,38.84,9,17.48,367.04,16-01-2023,08:18:00,UPI
INV-IND-00113,MUM,Pune,Normal,Male,Books & Stationery,83.55,2,8.36,175.46,14-01-2023,18:41:00,UPI
INV-IND-00114,DEL,Ahmedabad,Normal,Male,Groceries,72.36,7,25.33,531.85,08-02-2023,08:11:00,UPI
INV-IND-00115,DEL,Ahmedabad,Normal,Male,Home Appliances,21.83,6,6.55,137.53,28-01-2023,09:20:00,Credit Card
INV-IND-00116,MUM,Kolkata,Member,Female,Books & Stationery,53.21,2,5.32,111.74,20-02-2023,13:29:00,Cash
INV-IND-00117,AHM,Mumbai,Member,Female,Books & Stationery,69.35,8,27.74,582.54,18-02-2023,20:53:00,Credit Card
INV-IND-00118,PUN,Hyderabad,Member,Female,Health & Wellness,27.33,7,9.57,200.88,09-01-2023,14:31:00,Cash
INV-IND-00119,BLR,Kolkata,Member,Male,Clothing,83.92,5,20.98,440.58,27-02-2023,18:36:00,Net Banking
INV-IND-00120,DEL,Kolkata,Member,Female,Groceries,56.76,5,14.19,297.99,14-02-2023,13:06:00,Debit Card
INV-IND-00121,PUN,Ahmedabad,Member,Male,Groceries,20.7,7,7.25,152.15,22-01-2023,12:26:00,Net Banking
INV-IND-00122,PUN,Delhi,Normal,Male,Electronics,60.38,9,27.17,570.59,01-02-2023,15:26:00,Credit Card
INV-IND-00123,KOL,Hyderabad,Normal,Female,Health & Wellness,99.97,9,44.99,944.72,10-03-2023,15:20:00,Credit Card
INV-IND-00124,CHE,Kolkata,Normal,Male,Sports,19.3,9,8.68,182.38,28-03-2023,18:51:00,Cash
INV-IND-00125,HYD,Hyderabad,Normal,Male,Clothing,82.59,6,24.78,520.32,10-03-2023,08:01:00,Credit Card
INV-IND-00126,DEL,Pune,Member,Female,Home Appliances,24.69,6,7.41,155.55,11-02-2023,16:39:00,UPI
INV-IND-00127,MUM,Delhi,Member,Female,Electronics,79.33,3,11.9,249.89,22-02-2023,20:41:00,Credit Card
INV-IND-00128,BLR,Hyderabad,Normal,Female,Clothing,74.78,1,3.74,78.52,28-02-2023,18:50:00,Cash
INV-IND-00129,HYD,Bangalore,Member,Male,Health & Wellness,33.55,7,11.74,246.59,15-03-2023,18:35:00,Cash
INV-IND-00130,CHE,Kolkata,Normal,Female,Clothing,35.95,4,7.19,150.99,08-02-2023,13:08:00,UPI
INV-IND-00131,PUN,Bangalore,Normal,Female,Books & Stationery,80.29,1,4.01,84.3,15-01-2023,20:19:00,Cash
INV-IND-00132,CHE,Delhi,Normal,Male,Groceries,48.84,8,19.54,410.26,12-03-2023,16:41:00,Debit Card
INV-IND-00133,AHM,Mumbai,Member,Female,Books & Stationery,74.43,6,22.33,468.91,29-01-2023,15:48:00,Net Banking
INV-IND-00134,DEL,Bangalore,Normal,Female,Groceries,19.06,6,5.72,120.08,03-01-2023,11:31:00,Credit Card
INV-IND-00135,CHE,Kolkata,Normal,Female,Electronics,85.99,2,8.6,180.58,24-03-2023,09:51:00,Debit Card
INV-IND-00136,CHE,Kolkata,Normal,Male,Health & Wellness,72.53,1,3.63,76.16,10-01-2023,08:07:00,Credit Card
INV-IND-00137,BLR,Ahmedabad,Member,Male,Health & Wellness,91.16,2,9.12,191.44,29-01-2023,21:23:00,Debit Card
INV-IND-00138,AHM,Delhi,Member,Male,Clothing,17.58,4,3.52,73.84,20-03-2023,15:56:00,Credit Card
INV-IND-00139,AHM,Ahmedabad,Normal,Male,Electronics,61.34,2,6.13,128.81,04-02-2023,15:39:00,UPI
INV-IND-00140,PUN,Kolkata,Member,Female,Health & Wellness,61.92,1,3.1,65.02,06-01-2023,12:12:00,Cash
INV-IND-00141,BLR,Pune,Member,Male,Sports,38.58,7,13.5,283.56,12-01-2023,16:45:00,Cash
INV-IND-00142,BLR,Kolkata,Member,Male,Sports,48.55,8,19.42,407.82,07-02-2023,20:31:00,UPI
INV-IND-00143,MUM,Ahmedabad,Member,Female,Books & Stationery,8.61,6,2.58,54.24,18-03-2023,15:17:00,Debit Card
INV-IND-00144,CHE,Ahmedabad,Member,Female,Groceries,75.86,4,15.17,318.61,19-01-2023,20:33:00,Net Banking
INV-IND-00145,CHE,Delhi,Member,Female,Clothing,57.19,6,17.16,360.3,08-03-2023,19:00:00,Debit Card
INV-IND-00146,AHM,Mumbai,Member,Male,Home Appliances,10.49,3,1.57,33.04,08-01-2023,11:55:00,Cash
INV-IND-00147,CHE,Pune,Member,Male,Groceries,69.67,8,27.87,585.23,08-01-2023,13:05:00,Net Banking
INV-IND-00148,KOL,Chennai,Member,Male,Electronics,49.34,2,4.93,103.61,25-03-2023,15:57:00,Credit Card
INV-IND-00149,BLR,Kolkata,Member,Female,Health & Wellness,8.27,5,2.07,43.42,16-02-2023,19:18:00,Net Banking
INV-IND-00150,HYD,Mumbai,Normal,Female,Groceries,97.11,1,4.86,101.97,04-01-2023,08:19:00,Debit Card
INV-IND-00151,AHM,Delhi,Normal,Male,Home Appliances,95.17,6,28.55,599.57,20-02-2023,11:35:00,UPI
INV-IND-00152,DEL,Hyderabad,Member,Female,Home Appliances,53.73,2,5.37,112.83,26-03-2023,10:14:00,Credit Card
INV-IND-00153,AHM,Mumbai,Normal,Female,Sports,13.9,4,2.78,58.38,08-03-2023,10:08:00,Debit Card
INV-IND-00154,PUN,Kolkata,Normal,Female,Electronics,76.69,6,23.01,483.15,14-02-2023,14:49:00,Credit Card
INV-IND-00155,HYD,Mumbai,Member,Male,Groceries,51.73,8,20.69,434.53,08-01-2023,15:01:00,Net Banking
INV-IND-00156,PUN,Bangalore,Member,Female,Clothing,33.73,8,13.49,283.33,28-03-2023,12:53:00,Cash
INV-IND-00157,MUM,Ahmedabad,Member,Female,Groceries,51.68,6,15.5,325.58,16-01-2023,12:05:00,Debit Card
INV-IND-00158,MUM,Ahmedabad,Normal,Male,Sports,54.63,4,10.93,229.45,18-03-2023,19:40:00,UPI
INV-IND-00159,PUN,Kolkata,Normal,Male,Books & Stationery,58.46,8,23.38,491.06,08-03-2023,17:15:00,Net Banking
INV-IND-00160,CHE,Bangalore,Member,Female,Home Appliances,46.92,8,18.77,394.13,09-01-2023,09:25:00,Debit Card
INV-IND-00161,HYD,Pune,Member,Female,Electronics,62.55,1,3.13,65.68,01-03-2023,17:15:00,UPI
INV-IND-00162,CHE,Ahmedabad,Member,Male,Electronics,92.28,4,18.46,387.58,19-03-2023,14:14:00,Debit Card
INV-IND-00163,AHM,Delhi,Normal,Male,Clothing,39.42,4,7.88,165.56,18-03-2023,15:25:00,Net Banking
INV-IND-00164,KOL,Ahmedabad,Normal,Female,Electronics,73.94,7,25.88,543.46,12-03-2023,14:17:00,Debit Card
INV-IND-00165,MUM,Chennai,Normal,Female,Sports,89.97,7,31.49,661.28,15-01-2023,14:29:00,Credit Card
INV-IND-00166,MUM,Pune,Normal,Female,Sports,48.32,8,19.33,405.89,12-03-2023,18:56:00,Net Banking
INV-IND-00167,HYD,Chennai,Member,Female,Sports,47.13,5,11.78,247.43,10-02-2023,08:50:00,Debit Card
INV-IND-00168,MUM,Chennai,Member,Male,Electronics,62.2,7,21.77,457.17,22-01-2023,12:01:00,Cash
INV-IND-00169,KOL,Delhi,Member,Female,Electronics,61.18,8,24.47,513.91,24-01-2023,12:53:00,Debit Card
INV-IND-00170,KOL,Bangalore,Member,Female,Sports,81.63,9,36.73,771.4,13-02-2023,17:22:00,Credit Card
INV-IND-00171,KOL,Chennai,Normal,Male,Electronics,50.27,3,7.54,158.35,01-01-2023,12:25:00,UPI
INV-IND-00172,DEL,Pune,Normal,Female,Electronics,99.63,3,14.94,313.83,10-01-2023,09:59:00,UPI
INV-IND-00173,KOL,Ahmedabad,Member,Male,Home Appliances,10.65,4,2.13,44.73,21-03-2023,19:51:00,UPI
INV-IND-00174,KOL,Kolkata,Member,Female,Groceries,5.3,5,1.33,27.83,13-03-2023,12:07:00,Cash
INV-IND-00175,DEL,Pune,Normal,Female,Health & Wellness,65.82,1,3.29,69.11,25-02-2023,09:09:00,Credit Card
INV-IND-00176,CHE,Mumbai,Member,Male,Electronics,33.35,7,11.67,245.12,30-03-2023,08:56:00,Net Banking
INV-IND-00177,AHM,Ahmedabad,Normal,Male,Health & Wellness,27.84,9,12.53,263.09,19-02-2023,14:21:00,UPI
INV-IND-00178,BLR,Delhi,Member,Female,Books & Stationery,34.63,8,13.85,290.89,12-01-2023,08:38:00,Credit Card
INV-IND-00179,MUM,Chennai,Member,Female,Health & Wellness,29.32,5,7.33,153.93,30-03-2023,21:20:00,Debit Card
INV-IND-00180,KOL,Kolkata,Member,Female,Home Appliances,7.93,4,1.59,33.31,22-03-2023,15:22:00,Cash
INV-IND-00181,MUM,Chennai,Member,Male,Electronics,97.3,7,34.06,715.16,01-03-2023,08:17:00,Credit Card
INV-IND-00182,HYD,Delhi,Member,Female,Sports,25.97,5,6.49,136.34,26-01-2023,20:11:00,Credit Card
INV-IND-00183,MUM,Pune,Member,Male,Health & Wellness,74.73,7,26.16,549.27,19-03-2023,21:44:00,Net Banking
INV-IND-00184,PUN,Mumbai,Member,Male,Electronics,77.45,1,3.87,81.32,10-02-2023,20:35:00,Credit Card
INV-IND-00185,CHE,Ahmedabad,Normal,Female,Clothing,93.28,1,4.66,97.94,05-02-2023,13:51:00,Net Banking
INV-IND-00186,AHM,Pune,Normal,Male,Books & Stationery,7.9,3,1.19,24.89,23-01-2023,21:35:00,Cash
INV-IND-00187,DEL,Mumbai,Normal,Female,Sports,87.84,2,8.78,184.46,12-02-2023,12:57:00,Cash
INV-IND-00188,MUM,Hyderabad,Normal,Female,Clothing,55.09,2,5.51,115.69,06-01-2023,12:42:00,Debit Card
INV-IND-00189,MUM,Chennai,Normal,Female,Clothing,65.09,7,22.78,478.41,10-03-2023,17:45:00,Net Banking
INV-IND-00190,MUM,Ahmedabad,Member,Female,Health & Wellness,66.22,2,6.62,139.06,12-02-2023,09:49:00,Net Banking
INV-IND-00191,BLR,Ahmedabad,Member,Female,Clothing,82.88,4,16.58,348.1,25-01-2023,10:59:00,UPI
INV-IND-00192,BLR,Mumbai,Normal,Male,Home Appliances,36.67,2,3.67,77.01,18-01-2023,17:03:00,UPI
INV-IND-00193,HYD,Hyderabad,Member,Male,Home Appliances,74.64,6,22.39,470.23,03-03-2023,20:25:00,Debit Card
INV-IND-00194,DEL,Kolkata,Normal,Female,Health & Wellness,55.21,8,22.08,463.76,13-01-2023,21:13:00,Cash
INV-IND-00195,MUM,Bangalore,Normal,Female,Electronics,80.37,4,16.07,337.55,12-02-2023,08:24:00,UPI
INV-IND-00196,MUM,Kolkata,Member,Male,Groceries,99.1,5,24.78,520.28,19-03-2023,21:10:00,Credit Card
INV-IND-00197,MUM,Ahmedabad,Member,Male,Electronics,24.06,4,4.81,101.05,28-01-2023,20:17:00,Cash
INV-IND-00198,MUM,Ahmedabad,Member,Male,Electronics,99.49,3,14.92,313.39,18-01-2023,08:56:00,Credit Card
INV-IND-00199,BLR,Delhi,Normal,Male,Electronics,13.53,5,3.38,71.03,28-02-2023,10:59:00,Net Banking
INV-IND-00200,CHE,Mumbai,Member,Female,Electronics,5.22,9,2.35,49.33,01-03-2023,11:51:00,Cash
INV-IND-00201,CHE,Hyderabad,Normal,Female,Sports,9.2,8,3.68,77.28,04-03-2023,13:42:00,Debit Card
INV-IND-00202,HYD,Bangalore,Normal,Male,Groceries,37.47,8,14.99,314.75,26-02-2023,15:56:00,Net Banking
INV-IND-00203,PUN,Kolkata,Normal,Female,Sports,65.13,8,26.05,547.09,20-02-2023,21:18:00,Net Banking
INV-IND-00204,KOL,Mumbai,Member,Male,Clothing,11.56,8,4.62,97.1,25-02-2023,17:35:00,Credit Card
INV-IND-00205,DEL,Pune,Member,Female,Books & Stationery,5.54,7,1.94,40.72,27-01-2023,15:34:00,Net Banking
INV-IND-00206,CHE,Delhi,Normal,Male,Electronics,94.02,8,37.61,789.77,01-02-2023,11:51:00,UPI
INV-IND-00207,PUN,Hyderabad,Member,Female,Books & Stationery,83.08,8,33.23,697.87,09-01-2023,12:48:00,Cash
INV-IND-00208,AHM,Delhi,Member,Male,Home Appliances,81.87,8,32.75,687.71,25-03-2023,11:32:00,UPI
INV-IND-00209,AHM,Ahmedabad,Member,Male,Health & Wellness,89.02,7,31.16,654.3,09-03-2023,12:17:00,Credit Card
INV-IND-00210,MUM,Delhi,Normal,Female,Health & Wellness,71.5,1,3.58,75.08,15-02-2023,16:49:00,Credit Card
INV-IND-00211,AHM,Bangalore,Normal,Male,Sports,14.92,4,2.98,62.66,08-03-2023,19:26:00,Cash
INV-IND-00212,CHE,Ahmedabad,Member,Female,Sports,42.91,4,8.58,180.22,26-01-2023,11:48:00,Net Banking
INV-IND-00213,HYD,Kolkata,Normal,Female,Home Appliances,73.7,5,18.42,386.92,08-01-2023,11:45:00,Debit Card
INV-IND-00214,KOL,Kolkata,Member,Male,Electronics,31.63,6,9.49,199.27,06-01-2023,17:55:00,Credit Card
INV-IND-00215,CHE,Pune,Member,Female,Books & Stationery,70.3,4,14.06,295.26,21-03-2023,21:22:00,Cash
INV-IND-00216,HYD,Ahmedabad,Member,Female,Books & Stationery,7.33,2,0.73,15.39,24-01-2023,15:14:00,Debit Card
INV-IND-00217,AHM,Ahmedabad,Member,Female,Groceries,34.08,6,10.22,214.7,17-02-2023,20:37:00,Net Banking
